,name,id,gender,birthday,deathday,hometown,location,nationality,sortable_name,slug,problem
3448,Constantin Guys,515b3b5038ad2dfb2f000920,male,1802,1892,"Vlissingen, Netherlands","Paris, France",French,Guys Constantin,constantin-guys,
3449,Berthe Morisot,4eb02539f21e2500010014a2,female,1841,1895,"Bourges, France","Paris, France",French,Morisot Berthe,berthe-morisot,
3450,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
3451,Peter De Wint,515b41ce05635113a5002329,male,1784,1849,"Stone, UK",no-info,no-info,Peter De Wint,peter-de-wint,
3452,Auguste Lepère,5159f193a13947dd1d00005d,male,1849,1918,"Paris, France",no-info,French,Lepère Auguste,auguste-lepere,
3453,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
3454,Berthe Morisot,4eb02539f21e2500010014a2,female,1841,1895,"Bourges, France","Paris, France",French,Morisot Berthe,berthe-morisot,
3455,Rogier van der Weyden,4f956f0b99f03b000100091c,male,ca. 1399,1464,"Tournai, Belgium","Brussels and Tournai, Belgium",Flemish,van der Weyden Rogier,rogier-van-der-weyden,
3456,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3457,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
3458,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3459,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
3460,Louis-Léopold Boilly,4f0648318501fa10ca000059,male,1761,1845,no-info,no-info,French,Boilly Louis-Léopold,louis-leopold-boilly,
3461,Charles François Daubigny,50475f76566eb3000200036a,male,1817,1878,"Paris, France","Paris, France",French,Daubigny Charles François,charles-francois-daubigny,
3462,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3463,Raphaelle Peale,515b1ac405635113a5000ef8,no-info,1774,1825,"Annapolis, MD, United States","Philadelphia, PA, USA",American,Peale Raphaelle,raphaelle-peale,
3464,Domenico Ghirlandaio,4f9594c10eaacc0001000c96,male,1448-1449,1494,"Florence, Italy","Florence, Italy",Italian,Ghirlandaio Domenico,domenico-ghirlandaio,
3465,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3466,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3467,Asahel Powers,515b1ac438ad2dfc77000c4c,no-info,no-info,no-info,no-info,no-info,no-info,Powers Asahel,asahel-powers,
3468,Giovanni Bellini,4f0648318501fa10ca00003e,male,1430,1516,"Venice, Italy","Venice, Italy",Italian,Bellini Giovanni,giovanni-bellini,
3469,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3470,Ferdinand Georg Waldmüller,4f0648328501fa10ca0003dd,male,1793,1865,"Vienna, Austria","Vienna, Austria",Austrian,Waldmüller Ferdinand Georg,ferdinand-georg-waldmuller,
3471,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3472,Sandro Botticelli,4eaeec71bddaf7000100681b,male,1444,1510,"Florence, Italy","Florence, Italy",Italian,Botticelli Sandro,sandro-botticelli,
3473,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3474,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3475,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3476,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3477,Titian,4d8b92884eb68a1b2c0001d4,male,1488,1576,"Pieve di Cadore, Italy","Venice, Italy",Italian,Titian,titian,
3478,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3479,Matthew Harris Jouett,515d08957b70570a130024c0,male,1788,1827,no-info,no-info,no-info,Matthew Harris Jouett,matthew-harris-jouett,
3480,Élisabeth Louise Vigée-Le Brun,4eb07be4193c79000100df4f,female,1755,1842,"Paris, France","Paris, France",French,Vigée-Le Brun Élisabeth Louise,elisabeth-louise-vigee-le-brun,
3481,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
3482,Peter Paul Rubens,4d8b92884eb68a1b2c0001dc,male,1577,1640,"Siegen, Westphalia","Antwerp, Netherlands",Flemish,Rubens Peter Paul,peter-paul-rubens,
3483,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
3484,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3485,James Tissot,4f8da41a91371500010004d9,male,1836,1902,"Nantes, France",no-info,French,Tissot James,james-tissot,
3486,Arnold Böcklin,516df5f2fdc4419488000b0c,male,1827,1901,"Basel, Switzerland","Fiesole, Italy",Swiss,Böcklin Arnold,arnold-bocklin,
3487,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
3488,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3489,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3490,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3491,Honoré Daumier,4eb1ac352135c20001001f96,male,1808,1879,"Marseille, France","Valmondois, France",French,Daumier Honoré,honore-daumier,
3492,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3493,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3494,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3495,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3496,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3497,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3498,Martin Johnson Heade,4d9e307cf9215a26b30001b4,male,1819,1904,"Lumberville, PA, United States",no-info,American,Heade Martin Johnson,martin-johnson-heade,
3499,Hendrick Avercamp,4eb3084f5341eb0001000789,male,1585,1634,"Amsterdam, Netherlands","Kampen, Netherlands",Dutch,Avercamp Hendrick,hendrick-avercamp,
3500,Winslow Homer,4d8b92964eb68a1b2c000288,male,1836,1910,"Boston, MA, USA","New York, NY and Prouts Neck, ME, USA",American,Homer Winslow,winslow-homer,
3501,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
3502,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3503,Jean-Jacques Henner,515b3b5238ad2dfb2f000927,male,1829,1905,Bernviller,France,French,Henner Jean-Jacques,jean-jacques-henner,
3504,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3505,Clara Peeters,4eb2f4ace742d7000100aa58,female,ca. 1589,ca. 1657,"Antwerp, Belgium",,Dutch,Peeters Clara,clara-peeters,
3506,George Bellows,4d8b92954eb68a1b2c000274,male,1882,1925,"Columbus, OH, USA","New York, NY, USA",American,Bellows George,george-bellows,
3507,Stanislas Lépine,515b666094714c2de000021a,male,1835,1892,"Caen, France",France,French,Lépine Stanislas,stanislas-lepine,
3508,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3509,Henry Golden Dearth,4fedc978ec84400001000501,male,1864,1919,no-info,no-info,no-info,Dearth Henry Golden,henry-golden-dearth,
3510,Asahel Powers,515b1ac438ad2dfc77000c4c,no-info,no-info,no-info,no-info,no-info,no-info,Powers Asahel,asahel-powers,
3511,Leonardo da Vinci,4d8b92684eb68a1b2c00009e,male,1452,1519,"Anchiano, Italy","Clos Lucé, Amboise, France",Italian,da Vinci Leonardo,leonardo-da-vinci,
3512,Narcisse Diaz de la Peña,515d05d6b5907bf7e8002141,male,1807,1876,"Bordeaux, France","Barbizon, France",French,Narcisse Diaz de la Peña,narcisse-diaz-de-la-pena,
3513,Ezra Ames,515b212c9562c86fb800102e,male,1768,1836,no-info,no-info,no-info,Ames Ezra,ezra-ames,
3514,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
3515,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
3516,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3517,Alfred Stevens,515d0ea45eeb1c904c00261d,male,1823,1906,"Brussels, Belgium","Paris, France",Belgian,Stevens Alfred,alfred-stevens,
3518,Gilbert Stuart,4f0648328501fa10ca000377,male,1755,1828,"North Kingston, RI, United States","Boston, MA, USA",American,Stuart Gilbert,gilbert-stuart,
3519,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3520,John Singer Sargent,4d8b928a4eb68a1b2c0001e8,male,1856,1925,"Florence, Italy","Paris, France and London, UK",American,Sargent John Singer,john-singer-sargent,
3521,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
3522,Georges Seurat,4d8b925d4eb68a1b2c000012,male,1859,1891,"Paris, France","Paris, France",French,Seurat Georges,georges-seurat,
3523,Henri de Toulouse-Lautrec,4edf9b8890192b0001001789,male,1864,1901,"Albi, France","Paris, France",French,de Toulouse-Lautrec Henri,henri-de-toulouse-lautrec,
3524,Adrianus Eversen,515d6e0c5eeb1c904c004bc8,male,1818,1897,no-info,no-info,no-info,Eversen Adrianus,adrianus-eversen,
3525,Eugène Boudin,4fbac5a5040c3100010008bd,male,1824,1898,"Honfleur, France",no-info,French,Boudin Eugène,eugene-boudin,
3526,Milton W. Hopkins,516c9641b83d23c471000213,no-info,no-info,no-info,no-info,no-info,no-info,Milton W. Hopkins,milton-w-hopkins,
3527,Judith Leyster,515b6d1894714c2de0000367,female,1609,1660,"Haarlem, Netherlands","Heemstede, Netherlands",Dutch,Leyster Judith,judith-leyster,
3528,Jan van Eyck,4d8b92a44eb68a1b2c00032e,male,1390,1441,"Maaseik, Belgium","Bruges, Belgium",Dutch,Eyck Jan van,jan-van-eyck,
3529,Circle of Giorgione,515b8695ea092f56b2000914,no-info,no-info,no-info,no-info,no-info,no-info,Circle of Giorgione,circle-of-giorgione,
3530,Johannes Vermeer,4d8b929e4eb68a1b2c0002f0,male,1632,1675,"Delft, Netherlands","Delft, Netherlands",Dutch,Vermeer Johannes,johannes-vermeer,
3531,Cornelius Janssen van Ceulen,516dfcf8b31e2b2270000cd3,male,1593,1661,"London, UK","Utrecht, Netherlands",British,Cornelius Janssen van Ceulen,cornelius-janssen-van-ceulen,
3532,Jacob van Walscapelle,515b3b4938ad2dfb2f000904,male,1644,1727,no-info,no-info,no-info,Jacob van Walscapelle,jacob-van-walscapelle,
3533,Lorenzo Lotto,4f95951cbf76eb0001000d49,male,ca. 1480,1556,"Venice, Italy","Venice and Bergamo, Italy",Italian,Lotto Lorenzo,lorenzo-lotto,
3534,Gerrit Dou,4ee6798ca8d5f700010015c4,male,1613,1675,no-info,no-info,no-info,Dou Gerrit,gerrit-dou,
3535,Francesco Francia,515d2231769659e1fb0030cc,no-info,no-info,no-info,no-info,no-info,no-info,Francia Francesco,francesco-francia,
3536,Girolamo di Benvenuto,515b3ea19562c8fee2001f66,no-info,1470,1524,no-info,no-info,no-info,Girolamo di Benvenuto,girolamo-di-benvenuto,
3537,Cornelis Troost,534efeb3cd530e485a0000dd,male,1696,1750,no-info,no-info,Dutch,Troost Cornelis,cornelis-troost,
3538,Cima da Conegliano,4f0648328501fa10ca0000ad,male,1459,1517,no-info,no-info,Venetian,Cima da Conegliano,cima-da-conegliano,
3539,Master of the Death of Saint Nicholas of Münster,515b5799223afa29bd000ee7,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Death of Saint Nicholas of Münster,master-of-the-death-of-saint-nicholas-of-munster,
3540,Master of the Saint Lucy Legend,515d5a31b5907b33b1004178,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Saint Lucy Legend,master-of-the-saint-lucy-legend,
3541,Correggio,4f0648328501fa10ca0000c0,male,1489,1534,"Correggio, Italy",,Italian,Correggio,correggio,
3542,Bernhard Strigel,515b5f42ea092f603300027e,male,1460,1528,no-info,no-info,German,Strigel Bernhard,bernhard-strigel,
3543,Lorenzo Lotto,4f95951cbf76eb0001000d49,male,ca. 1480,1556,"Venice, Italy","Venice and Bergamo, Italy",Italian,Lotto Lorenzo,lorenzo-lotto,
3544,Bernardino Luini,515b34a938ad2dfb2f0005ce,male,ca. 1485,1532,no-info,no-info,Italian,Luini Bernardino,bernardino-luini,
3545,Hieronymus Bosch,4d8b929a4eb68a1b2c0002c0,male,c. 1450,1516,"s-Hertogenbosch, Netherlands","s-Hertogenbosch, Netherlands",Dutch,Bosch Hieronymus,hieronymus-bosch,
3546,Petrus Christus,515b3ea338ad2d25a7000dd4,male,1410,1475,"Baarle-Hertog, Belgium","Brügge, Germany",Netherlandish,Christus Petrus,petrus-christus,
3547,Agnolo Bronzino,4f95940aceaf2a0001000c78,male,1503,1572,"Monticelli, Italy","Florence, Italy",Italian,Bronzino Agnolo,agnolo-bronzino,
3548,Master of Frankfurt,515d2b88b5907bf7e800339e,male,1460,no-info,no-info,no-info,no-info,Master of Frankfurt,master-of-frankfurt,
3549,Lorenzo di Credi,515d669f7696593fde004971,male,no-info,1537,no-info,no-info,no-info,Lorenzo di Credi,lorenzo-di-credi,
3550,Raphael,4edfe7b17cb5c400010000eb,male,1483,1520,"Urbino, Italy","Rome, Italy",Italian,Raphael,raphael,
3551,Rogier van der Weyden,4f956f0b99f03b000100091c,male,ca. 1399,1464,"Tournai, Belgium","Brussels and Tournai, Belgium",Flemish,van der Weyden Rogier,rogier-van-der-weyden,
3552,Adam van Breen,515cffa3b5907bf7e8001e09,no-info,no-info,no-info,no-info,no-info,no-info,Adam van Breen,adam-van-breen,
3553,Bernhard Strigel,515b5f42ea092f603300027e,male,1460,1528,no-info,no-info,German,Strigel Bernhard,bernhard-strigel,
3554,Ambrogio de Predis,515d6e0c5eeb1c524c004ad8,male,no-info,no-info,no-info,no-info,no-info,Ambrogio de Predis,ambrogio-de-predis,
3555,Jacques-Louis David,4eaf0255bddaf7000100a7eb,male,1748,1825,"Paris, France","Brussels, Belgium",French,David Jacques-Louis,jacques-louis-david,
3556,Lawrence Alma-Tadema,503d0b67027f150002000b8b,male,"January 8, 1836","June 25, 1912","Dronrijp, Netherlands",no-info,Dutch and British,Alma-Tadema Lawrence,lawrence-alma-tadema,
3557,Master of the Starck Triptych,515b0e20223afae9a5000410,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Starck Triptych,master-of-the-starck-triptych,
3558,Isack van Ostade,515d5a32769659e1fb0044f1,no-info,no-info,no-info,no-info,no-info,no-info,Isack van Ostade,isack-van-ostade,
3559,Master of the Starck Triptych,515b0e20223afae9a5000410,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Starck Triptych,master-of-the-starck-triptych,
3560,Master of the Starck Triptych,515b0e20223afae9a5000410,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Starck Triptych,master-of-the-starck-triptych,
3561,Vittore Carpaccio,4f959627bf76eb0001000d67,male,1465,1520,"Venice, Italy","Venice, Italy",Italian,Carpaccio Vittore,vittore-carpaccio,
3562,Juan de Flandes,515b6d19cd4b8ed25f000431,male,1460,1519,no-info,no-info,no-info,Juan de Flandes,juan-de-flandes,
3563,Rogier van der Weyden,4f956f0b99f03b000100091c,male,ca. 1399,1464,"Tournai, Belgium","Brussels and Tournai, Belgium",Flemish,van der Weyden Rogier,rogier-van-der-weyden,
3564,Hieronymus Bosch,4d8b929a4eb68a1b2c0002c0,male,c. 1450,1516,"s-Hertogenbosch, Netherlands","s-Hertogenbosch, Netherlands",Dutch,Bosch Hieronymus,hieronymus-bosch,
3565,Michiel van Miereveld,515b37ed223afa29bd000206,no-info,no-info,no-info,no-info,no-info,no-info,Michiel van Miereveld,michiel-van-miereveld,
3566,Ambrogio Bergognone,515b8693ea092f56b2000900,male,1472,1525,no-info,no-info,no-info,Ambrogio Bergognone,ambrogio-bergognone,
3567,Jan Lievens,4ee68ebea8d5f70001001a6c,male,1607,1674,no-info,no-info,no-info,Lievens Jan,jan-lievens,
3568,Raphael,4edfe7b17cb5c400010000eb,male,1483,1520,"Urbino, Italy","Rome, Italy",Italian,Raphael,raphael,
3569,Pieter Claesz,504a4196f0bbe500020003b5,male,1597,1660,"Berchem, Belgium",,Dutch,Claesz Pieter,pieter-claesz,
3570,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
3571,Agnolo Bronzino,4f95940aceaf2a0001000c78,male,1503,1572,"Monticelli, Italy","Florence, Italy",Italian,Bronzino Agnolo,agnolo-bronzino,
3572,Agnolo Bronzino,4f95940aceaf2a0001000c78,male,1503,1572,"Monticelli, Italy","Florence, Italy",Italian,Bronzino Agnolo,agnolo-bronzino,
3573,Workshop of Hans Mielich,515b666294714c2de0000228,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Hans Mielich,workshop-of-hans-mielich,
3574,Andrea del Sarto,4ee67e3507b83a0001002c2f,male,1486,1530,"Florence, Italy","Florence, Italy",Italian,del Sarto Andrea,andrea-del-sarto,
3575,Studio of Sir Peter Paul Rubens,50eca45bd006a38e4a0000ac,male,1577,1640,"Siegen, Germany","Antwerp, Belgium",no-info,Studio of Sir Peter Paul Rubens,studio-of-sir-peter-paul-rubens,
3576,Andrea Solario,515b0afe056351dc33000544,no-info,no-info,no-info,no-info,no-info,no-info,Solario Andrea,andrea-solario,
3577,David Teniers II,50b4d7af09fe3662f400115f,male,1610,1690,"Antwerp, Belgium","Brussels, Belgium",Flemish,David Teniers II,david-teniers-ii,
3578,Jean-Louis-Ernest Meissonier,503ccce25ccfe30002000582,male,1815,1891,no-info,no-info,French,Meissonier Jean-Louis-Ernest,jean-louis-ernest-meissonier,
3579,Jan Gossaert,4fc66848cfef220001000cd7,male,ca. 1478,1532,,"Middelburg, Netherlands",Netherlandish,Gossaert Jan,jan-gossaert,
3580,Lucas Cranach the Elder,4ee13462c45af7000100172c,male,1472,1553,"Kronach, Germany","Weimar, Germany",German,Lucas Cranach the Elder,lucas-cranach-the-elder,
3581,Albrecht Dürer,4eaf0d2e6899c80001008f80,male,1471,1528,"Nuremberg, Germany","Nuremberg, Germany",German,Dürer Albrecht,albrecht-durer,
3582,Albrecht Dürer,4eaf0d2e6899c80001008f80,male,1471,1528,"Nuremberg, Germany","Nuremberg, Germany",German,Dürer Albrecht,albrecht-durer,
3583,Jan van Goyen,515b318b9562c86fb80018fc,male,1596,1656,"Leiden, Netherlands","The Hague, Netherlands",Dutch,Jan van Goyen,jan-van-goyen,
3584,Vittore Carpaccio,4f959627bf76eb0001000d67,male,1465,1520,"Venice, Italy","Venice, Italy",Italian,Carpaccio Vittore,vittore-carpaccio,
3585,Domenico Beccafumi,4f0648318501fa10ca00003a,male,1486,1551,"Siena, Italy","Siena, Italy",Italian,Domenico Beccafumi,domenico-beccafumi,
3586,Agnolo Bronzino,4f95940aceaf2a0001000c78,male,1503,1572,"Monticelli, Italy","Florence, Italy",Italian,Bronzino Agnolo,agnolo-bronzino,
3587,Agnolo Bronzino,4f95940aceaf2a0001000c78,male,1503,1572,"Monticelli, Italy","Florence, Italy",Italian,Bronzino Agnolo,agnolo-bronzino,
3588,Juan de Flandes,515b6d19cd4b8ed25f000431,male,1460,1519,no-info,no-info,no-info,Juan de Flandes,juan-de-flandes,
3589,Giovanni Bellini,4f0648318501fa10ca00003e,male,1430,1516,"Venice, Italy","Venice, Italy",Italian,Bellini Giovanni,giovanni-bellini,
3590,Alvise Vivarini,515b96f2ea092f003c000439,male,no-info,1502,no-info,no-info,no-info,Vivarini Alvise,alvise-vivarini,
3591,Lorenzo Lotto,4f95951cbf76eb0001000d49,male,ca. 1480,1556,"Venice, Italy","Venice and Bergamo, Italy",Italian,Lotto Lorenzo,lorenzo-lotto,
3592,Osias Beert the Elder,516cc260fdc441ac44000280,no-info,no-info,no-info,no-info,no-info,no-info,Osias Beert the Elder,osias-beert-the-elder,
3593,Bernaert van Orley,515b450b223afaab8f0011aa,male,ca. 1488–1492,ca. 1541,"Brussels, Belgium","Brussels, Belgium",Flemish,van Orley Bernaert,bernaert-van-orley,
3594,Bernaert van Orley,515b450b223afaab8f0011aa,male,ca. 1488–1492,ca. 1541,"Brussels, Belgium","Brussels, Belgium",Flemish,van Orley Bernaert,bernaert-van-orley,
3595,Ridolfo Ghirlandaio,515b1e02223afae9a5000d2b,male,1483,1561,no-info,no-info,no-info,Ghirlandaio Ridolfo,ridolfo-ghirlandaio,
3596,Giovanni Bellini,4f0648318501fa10ca00003e,male,1430,1516,"Venice, Italy","Venice, Italy",Italian,Bellini Giovanni,giovanni-bellini,
3597,Giuliano Bugiardini,515bbc64ea092ff57900132e,male,1475,1577,no-info,no-info,no-info,Bugiardini Giuliano,giuliano-bugiardini,
3598,Sebastiano del Piombo,51488e50b03c745b43000107,male,1485,1547,"Venice, Italy","Rome, Italy",Italian,Piombo Sebastiano del,sebastiano-del-piombo,
3599,Gerard David and Workshop,515b318c9562c8fee20018dc,no-info,no-info,no-info,no-info,no-info,no-info,Gerard David and Workshop,gerard-david-and-workshop,
3600,Gerard David and Workshop,515b318c9562c8fee20018dc,no-info,no-info,no-info,no-info,no-info,no-info,Gerard David and Workshop,gerard-david-and-workshop,
3601,Balthasar van der Ast,515b212a223afa7c74000aca,male,1593,1657,no-info,no-info,Dutch,Balthasar van der Ast,balthasar-van-der-ast,
3602,Godefridus Schalcken,516cb838078b327cee000e6c,no-info,no-info,no-info,no-info,no-info,no-info,Schalcken Godefridus,godefridus-schalcken,
3603,Willem van de Velde the Elder,515b1791056351dc33000cf1,male,no-info,1693,no-info,no-info,no-info,Willem van de Velde the Elder,willem-van-de-velde-the-elder,
3604,Rembrandt Workshop (Possibly Willem Drost),515b318a9562c86fb80018f5,no-info,no-info,no-info,no-info,no-info,no-info,Rembrandt Workshop (Possibly Willem Drost),rembrandt-workshop-possibly-willem-drost,
3605,Giorgione,4f0b520e0e88e2000100047b,male,1477/1478,1510,"Castelfranco Veneto, Italy","Venice, Italy",Italian,Giorgione,giorgione,
3606,Jack Garofalo,5f216811931bcd001181fc13,male,1923,2004,"Paris, France","Paris, France",French,Garofalo Jack,jack-garofalo,
3607,Philips Wouwerman,516df991fdc4419488000c9b,male,1619,1668,no-info,no-info,Dutch,Wouwerman Philips,philips-wouwerman,
3608,Michelangelo Anselmi,515bbf72ea092f003c001660,male,no-info,no-info,no-info,no-info,no-info,Anselmi Michelangelo,michelangelo-anselmi,
3609,Bacchiacca,515cbf005eeb1c904c000037,no-info,no-info,no-info,no-info,no-info,no-info,Bacchiacca,bacchiacca,
3610,Joos van Cleve,515ba00d1b12b0e66800145c,male,1485,1540 or 1541,"Cleves, Germany","Antwerp, Belgium",Netherlandish,Joos van Cleve,joos-van-cleve,
3611,Giovanni Bellini,4f0648318501fa10ca00003e,male,1430,1516,"Venice, Italy","Venice, Italy",Italian,Bellini Giovanni,giovanni-bellini,
3612,Juan de Flandes,515b6d19cd4b8ed25f000431,male,1460,1519,no-info,no-info,no-info,Juan de Flandes,juan-de-flandes,
3613,Bacchiacca,515cbf005eeb1c904c000037,no-info,no-info,no-info,no-info,no-info,no-info,Bacchiacca,bacchiacca,
3614,Hans Mielich,516cbe7db31e2b8bf60000ec,no-info,no-info,no-info,no-info,no-info,no-info,Mielich Hans,hans-mielich,
3615,Master of the Catholic Kings,515b07a39562c8fee200020c,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Catholic Kings,master-of-the-catholic-kings,
3616,Piero di Cosimo,507741a04ca70500020004f3,male,1462,1521,"Florence, Italy","Florence, Italy",Italian,di Cosimo Piero,piero-di-cosimo,
3617,Giannicola di Paolo,515d2893b5907bf7e8003216,male,no-info,1544,no-info,no-info,no-info,Giannicola di Paolo,giannicola-di-paolo,
3618,Johannes Vermeer,4d8b929e4eb68a1b2c0002f0,male,1632,1675,"Delft, Netherlands","Delft, Netherlands",Dutch,Vermeer Johannes,johannes-vermeer,
3619,Correggio,4f0648328501fa10ca0000c0,male,1489,1534,"Correggio, Italy",,Italian,Correggio,correggio,
3620,Gerard David,515b41cd9562c86fb80021d9,male,1460,1523,"Oudewater, Netherlands","Bruges, Belgium",Netherlandish,David Gerard,gerard-david,
3621,Paulus Potter,4f0648328501fa10ca0002e8,male,1625,1654,no-info,no-info,Dutch,Potter Paulus,paulus-potter,
3622,Abraham Bloemaert,503bb956a004980002000091,male,1566,1651,"Gorinchem, Netherlands","Utrecht, Netherlands",Dutch,Bloemaert Abraham,abraham-bloemaert,
3623,Roelandt Savery,4f0648328501fa10ca000326,male,1576,1639,"Kortrijk, Belgium","Utrecht, Netherlands",Dutch,Savery Roelandt,roelandt-savery,
3624,Pieter Claesz Soutman,515d1871b5907bf7e800299e,male,1580,1657,no-info,no-info,Dutch,Soutman Pieter Claesz,pieter-claesz-soutman,
3625,Giuseppe Arcimboldo,515d3e417b7057eb4c003dfa,male,ca. 1527,1593,"Milan, Italy","Milan, Italy",Italian,Arcimboldo Giuseppe,giuseppe-arcimboldo,
